Month,Country,Confirmed,Recovered,Deaths,Date
2022-04,Estonia,9003569,0,39789,2022-04-01
2022-04,Eswatini,1119366,0,22316,2022-04-01
2022-04,Ethiopia,7520117,0,120120,2022-04-01
2022-04,Fiji,1031539,0,13456,2022-04-01
2022-04,Finland,14685069,0,53236,2022-04-01
2022-04,France,430531652,0,2308005,2022-04-01
2022-04,Gabon,761417,0,4848,2022-04-01
2022-04,Gambia,191845,0,5840,2022-04-01
2022-04,Georgia,26415072,0,268308,2022-04-01
2022-04,Germany,359931517,0,2103536,2022-04-01
2022-04,Ghana,2576626,0,23120,2022-04-01
2022-04,Greece,50419616,0,448785,2022-04-01
2022-04,Grenada,224971,0,3495,2022-04-01
2022-04,Guatemala,13347519,0,277920,2022-04-01
2022-04,Guinea,583516,0,7040,2022-04-01
2022-04,Guinea-Bissau,130645,0,2720,2022-04-01
2022-04,Guyana,1013008,0,19623,2022-04-01
2022-04,Haiti,489209,0,13345,2022-04-01
2022-04,Holy See,464,0,0,2022-04-01
2022-04,Honduras,6739278,0,174169,2022-04-01
2022-04,Hungary,29871874,0,731171,2022-04-01
2022-04,Iceland,2928541,0,1680,2022-04-01
2022-04,India,688552602,0,8345429,2022-04-01
2022-04,Indonesia,96458006,0,2488424,2022-04-01
2022-04,Iran,114979948,0,2248631,2022-04-01
2022-04,Iraq,37145022,0,402923,2022-04-01
2022-04,Ireland,23755212,0,109720,2022-04-01
2022-04,Israel,63784561,0,169096,2022-04-01
2022-04,Italy,243026215,0,2569095,2022-04-01
2022-04,Jamaica,2063691,0,46498,2022-04-01
2022-04,Japan,111376556,0,457559,2022-04-01
2022-04,Jordan,27106709,0,224759,2022-04-01
2022-04,Kazakhstan,22304418,0,304204,2022-04-01
2022-04,Kenya,5176459,0,90373,2022-04-01
2022-04,Kiribati,49094,0,208,2022-04-01
2022-04,"Korea, South",242094489,0,305472,2022-04-01
2022-04,Kosovo,3642935,0,50196,2022-04-01
2022-04,Kuwait,10080428,0,40874,2022-04-01
2022-04,Kyrgyzstan,3215495,0,47853,2022-04-01
2022-04,Laos,3069598,0,11080,2022-04-01
2022-04,Latvia,12916083,0,90782,2022-04-01
2022-04,Lebanon,17507400,0,165362,2022-04-01
2022-04,Lesotho,526908,0,11152,2022-04-01
2022-04,Liberia,118412,0,4704,2022-04-01
2022-04,Libya,8028549,0,102780,2022-04-01
2022-04,Liechtenstein,266942,0,1344,2022-04-01
2022-04,Lithuania,16620581,0,143253,2022-04-01
2022-04,Luxembourg,3571305,0,16727,2022-04-01
2022-04,MS Zaandam,144,0,32,2022-04-01
2022-04,Madagascar,1025032,0,22218,2022-04-01
2022-04,Malawi,1371052,0,42042,2022-04-01
2022-04,Malaysia,68895983,0,563921,2022-04-01
2022-04,Maldives,2844575,0,4768,2022-04-01
2022-04,Mali,488857,0,11658,2022-04-01
2022-04,Malta,1358401,0,10506,2022-04-01
2022-04,Marshall Islands,112,0,0,2022-04-01
2022-04,Mauritania,939052,0,15712,2022-04-01
2022-04,Mauritius,3429799,0,15707,2022-04-01
2022-04,Mexico,91244785,0,5177149,2022-04-01
2022-04,Micronesia,16,0,0,2022-04-01
2022-04,Moldova,8241455,0,183371,2022-04-01
2022-04,Monaco,177335,0,875,2022-04-01
2022-04,Mongolia,14715285,0,34832,2022-04-01
2022-04,Montenegro,3738406,0,43305,2022-04-01
2022-04,Morocco,18622262,0,256974,2022-04-01
2022-04,Mozambique,3604577,0,35200,2022-04-01
2022-04,Namibia,2525493,0,64329,2022-04-01
2022-04,Nepal,15656958,0,191216,2022-04-01
2022-04,Netherlands,130266986,0,363193,2022-04-01
2022-04,New Zealand,12208889,0,7181,2022-04-01
2022-04,Nicaragua,295628,0,3695,2022-04-01
2022-04,Niger,141280,0,4928,2022-04-01
2022-04,Nigeria,4089135,0,50275,2022-04-01
2022-04,North Macedonia,4919559,0,147893,2022-04-01
2022-04,Norway,22629635,0,42391,2022-04-01
2022-04,Oman,6217854,0,68059,2022-04-01
2022-04,Pakistan,24421858,0,485783,2022-04-01
2022-04,Palau,65516,0,96,2022-04-01
2022-04,Panama,12264907,0,130789,2022-04-01
2022-04,Papua New Guinea,695189,0,10309,2022-04-01
2022-04,Paraguay,10374485,0,299723,2022-04-01
2022-04,Peru,56815210,0,3399132,2022-04-01
2022-04,Philippines,58894380,0,954170,2022-04-01
2022-04,Poland,95620493,0,1849036,2022-04-01
2022-04,Portugal,58591543,0,349774,2022-04-01
2022-04,Qatar,5800828,0,10832,2022-04-01
2022-04,Romania,45919971,0,1043025,2022-04-01
2022-04,Russia,283348068,0,5821021,2022-04-01
2022-04,Rwanda,2075924,0,23344,2022-04-01
2022-04,Saint Kitts and Nevis,88835,0,688,2022-04-01
2022-04,Saint Lucia,368218,0,5842,2022-04-01
2022-04,Saint Vincent and the Grenadines,133446,0,1696,2022-04-01
2022-04,Samoa,53968,0,79,2022-04-01
2022-04,San Marino,249642,0,1819,2022-04-01
2022-04,Sao Tome and Principe,95159,0,1168,2022-04-01
2022-04,Saudi Arabia,12026909,0,144893,2022-04-01
2022-04,Senegal,1375043,0,31438,2022-04-01
2022-04,Serbia,31800460,0,253917,2022-04-01
2022-04,Seychelles,656412,0,2624,2022-04-01
2022-04,Sierra Leone,122825,0,2000,2022-04-01
2022-04,Singapore,18103340,0,20710,2022-04-01
2022-04,Slovakia,39712892,0,312623,2022-04-01
2022-04,Slovenia,15750325,0,104429,2022-04-01
2022-04,Solomon Islands,191498,0,2188,2022-04-01
2022-04,Somalia,423292,0,21776,2022-04-01
2022-04,South Africa,59677337,0,1601422,2022-04-01
2022-04,South Sudan,277255,0,2208,2022-04-01
2022-04,Spain,185589638,0,1646341,2022-04-01
2022-04,Sri Lanka,10598917,0,263813,2022-04-01
2022-04,Sudan,992049,0,78636,2022-04-01
2022-04,Summer Olympics 2020,13840,0,0,2022-04-01
2022-04,Suriname,1267993,0,21200,2022-04-01
2022-04,Sweden,39858960,0,295547,2022-04-01
2022-04,Switzerland,56573139,0,217705,2022-04-01
2022-04,Syria,891779,0,50335,2022-04-01
2022-04,Taiwan*,434854,0,13656,2022-04-01
2022-04,Tajikistan,284576,0,2000,2022-04-01
2022-04,Tanzania,541220,0,12815,2022-04-01
2022-04,Thailand,61771652,0,416626,2022-04-01
2022-04,Timor-Leste,365459,0,2080,2022-04-01
2022-04,Togo,591249,0,4353,2022-04-01
2022-04,Tonga,126644,0,151,2022-04-01
2022-04,Trinidad and Tobago,2239846,0,60418,2022-04-01
2022-04,Tunisia,16598382,0,454812,2022-04-01
2022-04,Turkey,239088029,0,1573488,2022-04-01
2022-04,US,1285831572,0,15759608,2022-04-01
2022-04,Uganda,2623705,0,57539,2022-04-01
2022-04,Ukraine,80648288,0,1799344,2022-04-01
2022-04,United Arab Emirates,14295167,0,36832,2022-04-01
2022-04,United Kingdom,346971962,0,2711875,2022-04-01
2022-04,Uruguay,14283315,0,114861,2022-04-01
2022-04,Uzbekistan,3808270,0,26192,2022-04-01
2022-04,Vanuatu,80384,0,64,2022-04-01
2022-04,Venezuela,8341034,0,91078,2022-04-01
2022-04,Vietnam,161483198,0,684157,2022-04-01
2022-04,West Bank and Gaza,10500631,0,90485,2022-04-01
2022-04,Winter Olympics 2022,8560,0,0,2022-04-01
2022-04,Yemen,188992,0,34330,2022-04-01
2022-04,Zambia,5081445,0,63485,2022-04-01
2022-04,Zimbabwe,3950203,0,87283,2022-04-01
