Month,Country,Confirmed,Recovered,Deaths,Date
2021-04,Afghanistan,821021,735290,36054,2021-04-01
2021-04,Albania,1824159,1468627,33152,2021-04-01
2021-04,Algeria,1689692,1177833,44753,2021-04-01
2021-04,Andorra,181987,173935,1732,2021-04-01
2021-04,Angola,355085,323171,8073,2021-04-01
2021-04,Antarctica,0,0,0,2021-04-01
2021-04,Antigua and Barbuda,17132,14009,439,2021-04-01
2021-04,Argentina,39573629,34795415,857663,2021-04-01
2021-04,Armenia,2968990,2696773,55831,2021-04-01
2021-04,Australia,415261,324984,12740,2021-04-01
2021-04,Austria,8474049,7967493,140644,2021-04-01
2021-04,Azerbaijan,4335354,3858297,60447,2021-04-01
2021-04,Bahamas,140179,129046,2743,2021-04-01
2021-04,Bahrain,2378292,2220995,8637,2021-04-01
2021-04,Bangladesh,10351750,9068537,152617,2021-04-01
2021-04,Barbados,53375,52034,616,2021-04-01
2021-04,Belarus,4909311,4774674,34687,2021-04-01
2021-04,Belgium,13557871,0,335549,2021-04-01
2021-04,Belize,176388,170437,4486,2021-04-01
2021-04,Benin,108056,103004,1358,2021-04-01
2021-04,Bhutan,14140,12861,14,2021-04-01
2021-04,Bolivia,4143081,3416620,179079,2021-04-01
2021-04,Bosnia and Herzegovina,2719111,2140600,114689,2021-04-01
2021-04,Botswana,638599,584275,9677,2021-04-01
2021-04,Brazil,199794309,176369383,5427077,2021-04-01
2021-04,Brunei,3119,2947,42,2021-04-01
2021-04,Bulgaria,5539765,4521470,221419,2021-04-01
2021-04,Burkina Faso,185093,180427,2179,2021-04-01
2021-04,Burma,1997842,1846944,44895,2021-04-01
2021-04,Burundi,52608,10822,84,2021-04-01
2021-04,Cabo Verde,306730,266933,2832,2021-04-01
2021-04,Cambodia,130161,47564,928,2021-04-01
2021-04,Cameroon,929342,493654,13794,2021-04-01
2021-04,Canada,16499258,14968200,347260,2021-04-01
2021-04,Central African Republic,86017,71568,1164,2021-04-01
2021-04,Chad,66530,61334,2369,2021-04-01
2021-04,Chile,16216460,15256102,359618,2021-04-01
2021-04,China,1554867,1358214,67830,2021-04-01
2021-04,Colombia,38452942,35872774,990198,2021-04-01
2021-04,Comoros,53562,50952,2044,2021-04-01
2021-04,Congo (Brazzaville),144740,114912,1976,2021-04-01
2021-04,Congo (Kinshasa),411697,365230,10555,2021-04-01
2021-04,Costa Rica,3332561,2800925,44011,2021-04-01
2021-04,Cote d'Ivoire,640837,634448,3919,2021-04-01
2021-04,Croatia,4463052,4158051,95196,2021-04-01
2021-04,Cuba,1394911,1311876,8044,2021-04-01
2021-04,Cyprus,854697,546854,4168,2021-04-01
2021-04,Czechia,22614878,21342989,403935,2021-04-01
2021-04,Denmark,3461410,3293198,34599,2021-04-01
2021-04,Diamond Princess,9968,9786,182,2021-04-01
2021-04,Djibouti,150483,140646,1839,2021-04-01
2021-04,Dominica,2390,2336,0,2021-04-01
2021-04,Dominican Republic,3692229,3098131,48248,2021-04-01
2021-04,Ecuador,5176395,4376979,253299,2021-04-01
2021-04,Egypt,3098114,2330683,181927,2021-04-01
2021-04,El Salvador,956499,900164,29354,2021-04-01
2021-04,Equatorial Guinea,105034,98843,1502,2021-04-01
2021-04,Eritrea,50324,47662,140,2021-04-01
2021-04,Estonia,1674618,1488744,15773,2021-04-01
2021-04,Eswatini,258090,248185,9394,2021-04-01
2021-04,Ethiopia,3494361,2642725,49252,2021-04-01
2021-04,Fiji,1277,910,28,2021-04-01
2021-04,Finland,1199530,644000,12919,2021-04-01
2021-04,France,77050979,4708646,1437943,2021-04-01
2021-04,Gabon,313132,266002,1915,2021-04-01
2021-04,Gambia,81495,73775,2412,2021-04-01
2021-04,Georgia,4227602,3990816,56133,2021-04-01
2021-04,Germany,45470587,40493610,1137029,2021-04-01
2021-04,Ghana,1288877,1257731,10857,2021-04-01
2021-04,Greece,4610845,1312696,138552,2021-04-01
2021-04,Grenada,2214,2167,14,2021-04-01
2021-04,Guatemala,3073561,2741464,103147,2021-04-01
2021-04,Guinea,305765,268978,1961,2021-04-01
2021-04,Guinea-Bissau,52108,45058,931,2021-04-01
2021-04,Guyana,174547,149200,3936,2021-04-01
2021-04,Haiti,181394,167608,3526,2021-04-01
2021-04,Holy See,378,210,0,2021-04-01
2021-04,Honduras,2876816,1082737,71292,2021-04-01
2021-04,Hungary,10699651,6683447,368020,2021-04-01
2021-04,Iceland,89432,87110,406,2021-04-01
2021-04,India,235802860,197037480,2691653,2021-04-01
2021-04,Indonesia,22873078,20827332,621396,2021-04-01
2021-04,Iran,33074877,26034042,966110,2021-04-01
2021-04,Iraq,14272088,12535270,212830,2021-04-01
2021-04,Ireland,3443150,327096,68144,2021-04-01
2021-04,Israel,11729229,11613905,88890,2021-04-01
2021-04,Italy,55150750,46947033,1662849,2021-04-01
2021-04,Jamaica,625957,284729,10518,2021-04-01
2021-04,Japan,7845772,6957604,138710,2021-04-01
2021-04,Jordan,9786070,9259874,119457,2021-04-01
2021-04,Kazakhstan,4999261,4366453,90156,2021-04-01
2021-04,Kenya,2174445,1476783,36299,2021-04-01
2021-04,Kiribati,0,0,0,2021-04-01
2021-04,"Korea, South",1657081,1512709,25392,2021-04-01
2021-04,Kosovo,1436363,1252392,29580,2021-04-01
2021-04,Kuwait,3707450,3472221,21041,2021-04-01
2021-04,Kyrgyzstan,1307406,1229971,22034,2021-04-01
2021-04,Laos,4125,690,0,2021-04-01
2021-04,Latvia,1602270,1459911,29282,2021-04-01
2021-04,Lebanon,7254396,6192621,99318,2021-04-01
2021-04,Lesotho,150123,84170,4422,2021-04-01
2021-04,Liberia,29217,27019,1190,2021-04-01
2021-04,Libya,2444541,2239641,41441,2021-04-01
2021-04,Liechtenstein,41403,38186,784,2021-04-01
2021-04,Lithuania,3354158,3030115,53681,2021-04-01
2021-04,Luxembourg,923437,870900,11054,2021-04-01
2021-04,MS Zaandam,126,98,28,2021-04-01
2021-04,Madagascar,485721,392437,8253,2021-04-01
2021-04,Malawi,476011,446372,16018,2021-04-01
2021-04,Malaysia,5451148,5103345,19993,2021-04-01
2021-04,Maldives,387614,338199,995,2021-04-01
2021-04,Mali,188721,111046,6435,2021-04-01
2021-04,Malta,421809,409275,5762,2021-04-01
2021-04,Marshall Islands,56,56,0,2021-04-01
2021-04,Mauritania,255340,245995,6358,2021-04-01
2021-04,Mauritius,16861,14114,218,2021-04-01
2021-04,Mexico,32526962,25846796,3002009,2021-04-01
2021-04,Micronesia,14,14,0,2021-04-01
2021-04,Moldova,3476857,3300932,79661,2021-04-01
2021-04,Monaco,33977,32517,440,2021-04-01
2021-04,Mongolia,397429,217279,1039,2021-04-01
2021-04,Montenegro,1349694,1290564,20438,2021-04-01
2021-04,Morocco,7118119,6922695,125770,2021-04-01
2021-04,Mozambique,973801,881605,11293,2021-04-01
2021-04,Namibia,664431,634241,8694,2021-04-01
2021-04,Nepal,4180446,3882586,44108,2021-04-01
2021-04,Netherlands,20714239,321954,241525,2021-04-01
2021-04,New Zealand,36446,35358,364,2021-04-01
2021-04,Nicaragua,95771,59150,2535,2021-04-01
2021-04,Niger,72396,67453,2671,2021-04-01
2021-04,Nigeria,2305104,2165860,28864,2021-04-01
2021-04,North Macedonia,2095194,1787269,64856,2021-04-01
2021-04,Norway,1541320,251972,10246,2021-04-01
2021-04,Oman,2609742,2327975,27223,2021-04-01
2021-04,Pakistan,11082649,9632296,238762,2021-04-01
2021-04,Palau,0,0,0,2021-04-01
2021-04,Panama,5074879,4932965,86875,2021-04-01
2021-04,Papua New Guinea,145464,79409,1377,2021-04-01
2021-04,Paraguay,3690897,3033760,81008,2021-04-01
2021-04,Peru,24439696,23480749,2265513,2021-04-01
2021-04,Philippines,13767774,12071725,231759,2021-04-01
2021-04,Poland,38350935,33673146,904151,2021-04-01
2021-04,Portugal,11669094,11088072,237429,2021-04-01
2021-04,Qatar,2813229,2522290,5832,2021-04-01
2021-04,Romania,14589664,13504787,379920,2021-04-01
2021-04,Russia,65737284,60536860,1482217,2021-04-01
2021-04,Rwanda,342144,318731,4602,2021-04-01
2021-04,Saint Kitts and Nevis,616,616,0,2021-04-01
2021-04,Saint Lucia,62547,60184,991,2021-04-01
2021-04,Saint Vincent and the Grenadines,25669,23808,144,2021-04-01
2021-04,Samoa,42,28,0,2021-04-01
2021-04,San Marino,70612,67545,1241,2021-04-01
2021-04,Sao Tome and Principe,32077,31197,490,2021-04-01
2021-04,Saudi Arabia,5749119,5516934,96378,2021-04-01
2021-04,Senegal,560541,542892,15389,2021-04-01
2021-04,Serbia,9462331,0,86395,2021-04-01
2021-04,Seychelles,71938,64790,360,2021-04-01
2021-04,Sierra Leone,56593,41350,1106,2021-04-01
2021-04,Singapore,853520,848647,420,2021-04-01
2021-04,Slovakia,10452199,3574200,159629,2021-04-01
2021-04,Slovenia,3300530,3089346,58784,2021-04-01
2021-04,Solomon Islands,280,260,0,2021-04-01
2021-04,Somalia,189542,78978,9690,2021-04-01
2021-04,South Africa,22025153,20976904,756754,2021-04-01
2021-04,South Sudan,147202,143541,1597,2021-04-01
2021-04,Spain,48508504,2105264,1085631,2021-04-01
2021-04,Sri Lanka,1411428,1318856,8945,2021-04-01
2021-04,Sudan,469320,369283,32209,2021-04-01
2021-04,Summer Olympics 2020,0,0,0,2021-04-01
2021-04,Suriname,139128,126613,2723,2021-04-01
2021-04,Sweden,13082088,0,194644,2021-04-01
2021-04,Switzerland,9047574,4446400,146925,2021-04-01
2021-04,Syria,306696,219728,21213,2021-04-01
2021-04,Taiwan*,15333,14601,161,2021-04-01
2021-04,Tajikistan,191996,185052,1274,2021-04-01
2021-04,Tanzania,7126,2562,294,2021-04-01
2021-04,Thailand,732903,376222,1910,2021-04-01
2021-04,Timor-Leste,24408,11937,37,2021-04-01
2021-04,Togo,178370,148748,1696,2021-04-01
2021-04,Tonga,0,0,0,2021-04-01
2021-04,Trinidad and Tobago,134225,114012,2218,2021-04-01
2021-04,Tunisia,4153843,3452681,142726,2021-04-01
2021-04,Turkey,63647670,55761436,529793,2021-04-01
2021-04,US,449377025,0,7938299,2021-04-01
2021-04,Uganda,582226,573620,4768,2021-04-01
2021-04,Ukraine,28807154,22464011,609617,2021-04-01
2021-04,United Arab Emirates,7108253,6851503,21954,2021-04-01
2021-04,United Kingdom,61836644,200564,1786931,2021-04-01
2021-04,Uruguay,2523358,2094266,31347,2021-04-01
2021-04,Uzbekistan,1238904,1195423,8990,2021-04-01
2021-04,Vanuatu,52,30,10,2021-04-01
2021-04,Venezuela,2656901,2410344,28197,2021-04-01
2021-04,Vietnam,39711,34971,490,2021-04-01
2021-04,West Bank and Gaza,4043234,3630440,43863,2021-04-01
2021-04,Winter Olympics 2022,0,0,0,2021-04-01
2021-04,Yemen,84913,34644,16422,2021-04-01
2021-04,Zambia,1277379,1250262,17402,2021-04-01
2021-04,Zimbabwe,532326,492921,21815,2021-04-01
2021-05,Afghanistan,1991950,1710784,85386,2021-05-01
2021-05,Albania,4089156,3795097,75267,2021-05-01
2021-05,Algeria,3890403,2710001,104551,2021-05-01
2021-05,Andorra,418754,407093,3935,2021-05-01
2021-05,Angola,948207,802500,20979,2021-05-01
2021-05,Antarctica,0,0,0,2021-05-01
2021-05,Antigua and Barbuda,38611,35462,1144,2021-05-01
2021-05,Argentina,103825064,92046916,2196043,2021-05-01
2021-05,Armenia,6831987,6432713,133516,2021-05-01
2021-05,Australia,929238,727969,28210,2021-05-01
2021-05,Austria,19700766,18990884,324107,2021-05-01
2021-05,Azerbaijan,10199768,9679167,147629,2021-05-01
2021-05,Bahamas,345301,311703,6761,2021-05-01
2021-05,Bahrain,6338506,5754577,23798,2021-05-01
2021-05,Bangladesh,24211558,22286214,376107,2021-05-01
2021-05,Barbados,122770,120498,1426,2021-05-01
2021-05,Belarus,11683891,11388590,83744,2021-05-01
2021-05,Belgium,31954849,0,764910,2021-05-01
2021-05,Belize,394656,382065,10017,2021-05-01
2021-05,Benin,247227,240442,3119,2021-05-01
2021-05,Bhutan,40790,35159,31,2021-05-01
2021-05,Bolivia,10363122,8421408,421894,2021-05-01
2021-05,Bosnia and Herzegovina,6260450,5222002,278061,2021-05-01
2021-05,Botswana,1563753,1475224,23877,2021-05-01
2021-05,Brazil,484932463,428343319,13514947,2021-05-01
2021-05,Brunei,7230,6870,93,2021-05-01
2021-05,Bulgaria,12813504,11230191,533689,2021-05-01
2021-05,Burkina Faso,415078,408660,5068,2021-05-01
2021-05,Burma,4436743,4095744,99600,2021-05-01
2021-05,Burundi,134800,23963,186,2021-05-01
2021-05,Cabo Verde,860060,772500,7604,2021-05-01
2021-05,Cambodia,687710,397275,4672,2021-05-01
2021-05,Cameroon,2352287,1093091,36756,2021-05-01
2021-05,Canada,41156578,38447679,796805,2021-05-01
2021-05,Central African Republic,212320,172837,2931,2021-05-01
2021-05,Chad,151708,144673,5333,2021-05-01
2021-05,Chile,39934689,37857012,862376,2021-05-01
2021-05,China,3465053,3022638,150226,2021-05-01
2021-05,Colombia,96787228,90648296,2520736,2021-05-01
2021-05,Comoros,119742,114633,4526,2021-05-01
2021-05,Congo (Brazzaville),351410,254448,4623,2021-05-01
2021-05,Congo (Kinshasa),950208,834012,24046,2021-05-01
2021-05,Costa Rica,8848736,6907524,111862,2021-05-01
2021-05,Cote d'Ivoire,1446952,1429537,9158,2021-05-01
2021-05,Croatia,10797806,10347060,237698,2021-05-01
2021-05,Cuba,3862052,3640263,24979,2021-05-01
2021-05,Cyprus,2210458,1210891,10630,2021-05-01
2021-05,Czechia,51169649,49354055,924449,2021-05-01
2021-05,Denmark,8280233,7825331,77600,2021-05-01
2021-05,Diamond Princess,22072,21669,403,2021-05-01
2021-05,Djibouti,353511,346894,4669,2021-05-01
2021-05,Dominica,5575,5455,0,2021-05-01
2021-05,Dominican Republic,8615151,7251641,110656,2021-05-01
2021-05,Ecuador,12663896,10810662,609921,2021-05-01
2021-05,Egypt,7615367,5633432,443247,2021-05-01
2021-05,El Salvador,2211747,2069327,67769,2021-05-01
2021-05,Equatorial Guinea,247897,233881,3499,2021-05-01
2021-05,Eritrea,119530,113635,398,2021-05-01
2021-05,Estonia,3927342,3665747,37739,2021-05-01
2021-05,Eswatini,574123,552002,20819,2021-05-01
2021-05,Ethiopia,8236693,6797901,123146,2021-05-01
2021-05,Fiji,6285,3611,107,2021-05-01
2021-05,Finland,2798381,1426000,29590,2021-05-01
2021-05,France,179248190,11706145,3337131,2021-05-01
2021-05,Gabon,737667,637957,4490,2021-05-01
2021-05,Gambia,184422,175081,5449,2021-05-01
2021-05,Georgia,10205280,9602825,137988,2021-05-01
2021-05,Germany,110749970,102079550,2665823,2021-05-01
2021-05,Ghana,2891473,2824566,24264,2021-05-01
2021-05,Greece,11653186,2906684,352667,2021-05-01
2021-05,Grenada,4980,4938,31,2021-05-01
2021-05,Guatemala,7481843,6832178,243847,2021-05-01
2021-05,Guinea,706438,633100,4750,2021-05-01
2021-05,Guinea-Bissau,116142,106483,2090,2021-05-01
2021-05,Guyana,471496,402026,10578,2021-05-01
2021-05,Haiti,418842,383398,8502,2021-05-01
2021-05,Holy See,837,633,0,2021-05-01
2021-05,Honduras,7010833,2552649,182802,2021-05-01
2021-05,Hungary,24673915,19124129,898997,2021-05-01
2021-05,Iceland,202534,198827,905,2021-05-01
2021-05,India,760936972,655369460,8510944,2021-05-01
2021-05,Indonesia,54068447,49612324,1492843,2021-05-01
2021-05,Iran,84973293,68849707,2376409,2021-05-01
2021-05,Iraq,35327743,32279862,494963,2021-05-01
2021-05,Ireland,7927938,724284,152882,2021-05-01
2021-05,Israel,26012078,25788745,198025,2021-05-01
2021-05,Italy,128520540,114440453,3843395,2021-05-01
2021-05,Jamaica,1465128,717623,26730,2021-05-01
2021-05,Japan,21045760,18437068,360633,2021-05-01
2021-05,Jordan,22456633,21903063,285535,2021-05-01
2021-05,Kazakhstan,12801200,11475924,217427,2021-05-01
2021-05,Kenya,5134850,3509218,92363,2021-05-01
2021-05,Kiribati,25,0,0,2021-05-01
2021-05,"Korea, South",4096985,3787501,58967,2021-05-01
2021-05,Kosovo,3286644,3049436,68686,2021-05-01
2021-05,Kuwait,9056466,8591555,52241,2021-05-01
2021-05,Kyrgyzstan,3111239,2905522,52859,2021-05-01
2021-05,Laos,47255,19903,45,2021-05-01
2021-05,Latvia,3941911,3627245,70175,2021-05-01
2021-05,Lebanon,16592936,15366903,234718,2021-05-01
2021-05,Lesotho,334408,198492,9962,2021-05-01
2021-05,Liberia,66118,61689,2641,2021-05-01
2021-05,Libya,5631248,5210125,95699,2021-05-01
2021-05,Liechtenstein,95258,89423,1765,2021-05-01
2021-05,Lithuania,8176274,7431466,127296,2021-05-01
2021-05,Luxembourg,2135012,2051521,25003,2021-05-01
2021-05,MS Zaandam,279,217,62,2021-05-01
2021-05,Madagascar,1234386,1157085,23481,2021-05-01
2021-05,Malawi,1060848,1000994,35730,2021-05-01
2021-05,Malaysia,14842763,13286062,61917,2021-05-01
2021-05,Maldives,1427554,926934,3341,2021-05-01
2021-05,Mali,438703,285891,15702,2021-05-01
2021-05,Malta,944429,926522,12933,2021-05-01
2021-05,Marshall Islands,124,124,0,2021-05-01
2021-05,Mauritania,586230,560769,14193,2021-05-01
2021-05,Mauritius,40320,35395,527,2021-05-01
2021-05,Mexico,73811722,58902915,6830938,2021-05-01
2021-05,Micronesia,31,31,0,2021-05-01
2021-05,Moldova,7860911,7585713,186122,2021-05-01
2021-05,Monaco,77158,75396,992,2021-05-01
2021-05,Mongolia,1500527,1213729,6433,2021-05-01
2021-05,Montenegro,3061098,2967586,48170,2021-05-01
2021-05,Morocco,15974439,15592056,281899,2021-05-01
2021-05,Mozambique,2182276,2121016,25623,2021-05-01
2021-05,Namibia,1596105,1495273,22524,2021-05-01
2021-05,Nepal,14028143,10837489,159072,2021-05-01
2021-05,Netherlands,50264603,819739,548565,2021-05-01
2021-05,New Zealand,82204,80687,806,2021-05-01
2021-05,Nicaragua,220838,130975,5712,2021-05-01
2021-05,Niger,165559,154009,5949,2021-05-01
2021-05,Nigeria,5137725,4844118,64098,2021-05-01
2021-05,North Macedonia,4785891,4420871,161097,2021-05-01
2021-05,Norway,3700511,557938,23980,2021-05-01
2021-05,Oman,6371247,5851037,67753,2021-05-01
2021-05,Pakistan,27285941,24475507,607790,2021-05-01
2021-05,Palau,0,0,0,2021-05-01
2021-05,Panama,11501345,11147549,195370,2021-05-01
2021-05,Papua New Guinea,421278,373437,4303,2021-05-01
2021-05,Paraguay,9791132,8091833,239992,2021-05-01
2021-05,Peru,58363888,56708816,5473329,2021-05-01
2021-05,Philippines,35354696,32993387,593586,2021-05-01
2021-05,Poland,88232622,80357088,2210036,2021-05-01
2021-05,Portugal,26115035,24892270,527125,2021-05-01
2021-05,Qatar,6600444,6370044,16226,2021-05-01
2021-05,Romania,33171681,31674666,912082,2021-05-01
2021-05,Russia,151422841,139652225,3533038,2021-05-01
2021-05,Rwanda,810644,763146,10669,2021-05-01
2021-05,Saint Kitts and Nevis,1559,1381,0,2021-05-01
2021-05,Saint Lucia,149042,141193,2351,2021-05-01
2021-05,Saint Vincent and the Grenadines,60269,55120,367,2021-05-01
2021-05,Samoa,93,76,0,2021-05-01
2021-05,San Marino,157600,153936,2790,2021-05-01
2021-05,Sao Tome and Principe,72144,70426,1105,2021-05-01
2021-05,Saudi Arabia,13447425,12937883,222026,2021-05-01
2021-05,Senegal,1267344,1226824,34869,2021-05-01
2021-05,Serbia,21842312,0,206424,2021-05-01
2021-05,Seychelles,285598,223361,1014,2021-05-01
2021-05,Sierra Leone,127129,96121,2449,2021-05-01
2021-05,Singapore,1909452,1894406,975,2021-05-01
2021-05,Slovakia,23711548,7914300,376330,2021-05-01
2021-05,Slovenia,7706414,7345646,133985,2021-05-01
2021-05,Solomon Islands,620,620,0,2021-05-01
2021-05,Somalia,448128,198237,23318,2021-05-01
2021-05,South Africa,50121593,47370397,1714880,2021-05-01
2021-05,South Sudan,330054,323336,3565,2021-05-01
2021-05,Spain,111828043,4661656,2457179,2021-05-01
2021-05,Sri Lanka,4503722,3707575,31211,2021-05-01
2021-05,Sudan,1077066,861424,76830,2021-05-01
2021-05,Summer Olympics 2020,0,0,0,2021-05-01
2021-05,Suriname,378849,321016,7360,2021-05-01
2021-05,Sweden,32025515,0,442639,2021-05-01
2021-05,Switzerland,21072727,9845600,330027,2021-05-01
2021-05,Syria,735690,622017,52481,2021-05-01
2021-05,Taiwan*,95763,34329,881,2021-05-01
2021-05,Tajikistan,425134,409758,2821,2021-05-01
2021-05,Tanzania,15779,5673,651,2021-05-01
2021-05,Thailand,3321800,833063,18755,2021-05-01
2021-05,Timor-Leste,139492,75995,279,2021-05-01
2021-05,Togo,410771,370661,3860,2021-05-01
2021-05,Tonga,0,0,0,2021-05-01
2021-05,Trinidad and Tobago,519033,327194,9391,2021-05-01
2021-05,Tunisia,10160403,8864259,366080,2021-05-01
2021-05,Turkey,158013888,150728500,1380308,2021-05-01
2021-05,US,1023417760,0,18034404,2021-05-01
2021-05,Uganda,1341476,1313808,10853,2021-05-01
2021-05,Ukraine,68317479,59131735,1541696,2021-05-01
2021-05,United Arab Emirates,16930991,16314630,50602,2021-05-01
2021-05,United Kingdom,138435305,471500,3965741,2021-05-01
2021-05,Uruguay,7546728,6517701,108008,2021-05-01
2021-05,Uzbekistan,2984422,2848869,20783,2021-05-01
2021-05,Vanuatu,124,93,31,2021-05-01
2021-05,Venezuela,6686146,6154546,74406,2021-05-01
2021-05,Vietnam,139751,83548,1206,2021-05-01
2021-05,West Bank and Gaza,9407890,9012797,105644,2021-05-01
2021-05,Winter Olympics 2022,0,0,0,2021-05-01
2021-05,Yemen,203183,96314,39869,2021-05-01
2021-05,Zambia,2876141,2815131,39159,2021-05-01
2021-05,Zimbabwe,1195909,1123899,49043,2021-05-01
2021-06,Afghanistan,2848717,1887517,114208,2021-06-01
2021-06,Albania,3973546,3894898,73604,2021-06-01
2021-06,Algeria,4030589,2805260,107894,2021-06-01
2021-06,Andorra,414764,408532,3810,2021-06-01
2021-06,Angola,1109740,924203,25209,2021-06-01
2021-06,Antarctica,0,0,0,2021-06-01
2021-06,Antigua and Barbuda,37885,36515,1260,2021-06-01
2021-06,Argentina,125059837,112898859,2601189,2021-06-01
2021-06,Armenia,6716751,6461740,134539,2021-06-01
2021-06,Australia,909575,710896,27300,2021-06-01
2021-06,Austria,19456014,19029231,319981,2021-06-01
2021-06,Azerbaijan,10056668,9855040,148624,2021-06-01
2021-06,Bahamas,366120,335406,7151,2021-06-01
2021-06,Bahrain,7750838,7329094,36929,2021-06-01
2021-06,Bangladesh,25289802,23228388,401202,2021-06-01
2021-06,Barbados,121317,119003,1410,2021-06-01
2021-06,Belarus,12206318,11982503,90040,2021-06-01
2021-06,Belgium,32292651,0,752857,2021-06-01
2021-06,Belize,389860,375531,9805,2021-06-01
2021-06,Benin,243854,238871,3084,2021-06-01
2021-06,Bhutan,55636,46184,30,2021-06-01
2021-06,Bolivia,12302095,9853892,472289,2021-06-01
2021-06,Bosnia and Herzegovina,6139936,5364595,285974,2021-06-01
2021-06,Botswana,1860810,1717913,28901,2021-06-01
2021-06,Brazil,528654898,465709254,14781093,2021-06-01
2021-06,Brunei,7522,7165,90,2021-06-01
2021-06,Bulgaria,12616355,11715358,537895,2021-06-01
2021-06,Burkina Faso,403851,398421,5019,2021-06-01
2021-06,Burma,4429479,4006408,97649,2021-06-01
2021-06,Burundi,152959,23190,230,2021-06-01
2021-06,Cabo Verde,950605,915034,8300,2021-06-01
2021-06,Cambodia,1204307,1017283,11411,2021-06-01
2021-06,Cameroon,2399758,1057830,39147,2021-06-01
2021-06,Canada,42234449,41050156,793764,2021-06-01
2021-06,Central African Republic,213344,205770,2940,2021-06-01
2021-06,Chad,148325,142913,5217,2021-06-01
2021-06,Chile,44517883,42365756,928910,2021-06-01
2021-06,China,3389026,2941745,145386,2021-06-01
2021-06,Colombia,114783882,106646430,2925521,2021-06-01
2021-06,Comoros,117038,112190,4380,2021-06-01
2021-06,Congo (Brazzaville),365677,332105,4798,2021-06-01
2021-06,Congo (Kinshasa),1086248,837478,25599,2021-06-01
2021-06,Costa Rica,10358999,8028833,131892,2021-06-01
2021-06,Cote d'Ivoire,1434603,1418775,9229,2021-06-01
2021-06,Croatia,10757171,10483565,244260,2021-06-01
2021-06,Cuba,4888291,4608402,33455,2021-06-01
2021-06,Cyprus,2237398,1171830,11131,2021-06-01
2021-06,Czechia,49954479,48898850,907007,2021-06-01
2021-06,Denmark,8713510,8406806,75802,2021-06-01
2021-06,Diamond Princess,21360,20970,390,2021-06-01
2021-06,Djibouti,347336,342362,4632,2021-06-01
2021-06,Dominica,5699,5655,0,2021-06-01
2021-06,Dominican Republic,9329866,7619589,111722,2021-06-01
2021-06,Ecuador,13253196,12095561,633587,2021-06-01
2021-06,Egypt,8218377,6078771,470770,2021-06-01
2021-06,El Salvador,2284385,2120061,69349,2021-06-01
2021-06,Equatorial Guinea,259971,251602,3583,2021-06-01
2021-06,Eritrea,152367,137220,529,2021-06-01
2021-06,Estonia,3916223,3776010,37975,2021-06-01
2021-06,Eswatini,563997,539466,20277,2021-06-01
2021-06,Ethiopia,8230757,7556982,127653,2021-06-01
2021-06,Fiji,52915,12981,236,2021-06-01
2021-06,Finland,2826645,1380000,29416,2021-06-01
2021-06,France,174046760,11998761,3319861,2021-06-01
2021-06,Gabon,743205,713103,4695,2021-06-01
2021-06,Gambia,180781,174637,5405,2021-06-01
2021-06,Georgia,10669621,10228461,152378,2021-06-01
2021-06,Germany,111402392,107482000,2698444,2021-06-01
2021-06,Ghana,2842549,2782065,23716,2021-06-01
2021-06,Greece,12457292,2812920,373612,2021-06-01
2021-06,Grenada,4830,4800,30,2021-06-01
2021-06,Guatemala,8247675,7480568,257865,2021-06-01
2021-06,Guinea,703407,653252,4986,2021-06-01
2021-06,Guinea-Bissau,114422,106526,2060,2021-06-01
2021-06,Guyana,558603,495197,13015,2021-06-01
2021-06,Haiti,496892,379295,10784,2021-06-01
2021-06,Holy See,810,810,0,2021-06-01
2021-06,Honduras,7496305,2684663,200484,2021-06-01
2021-06,Hungary,24207963,21815963,897466,2021-06-01
2021-06,Iceland,198540,194280,900,2021-06-01
2021-06,India,886909272,846694451,11218965,2021-06-01
2021-06,Indonesia,58774875,53049090,1616313,2021-06-01
2021-06,Iran,91721205,80487738,2470703,2021-06-01
2021-06,Iraq,38096059,35475456,503456,2021-06-01
2021-06,Ireland,8023834,700920,148851,2021-06-01
2021-06,Israel,25200471,24989369,192743,2021-06-01
2021-06,Italy,127351195,119762132,3810571,2021-06-01
2021-06,Jamaica,1482266,836667,30332,2021-06-01
2021-06,Japan,23315113,21940079,424202,2021-06-01
2021-06,Jordan,22334746,21815776,288561,2021-06-01
2021-06,Kazakhstan,13849346,12936293,226660,2021-06-01
2021-06,Kenya,5309765,3632166,102573,2021-06-01
2021-06,Kiribati,60,0,0,2021-06-01
2021-06,"Korea, South",4484907,4213844,59791,2021-06-01
2021-06,Kosovo,3215824,3134826,67633,2021-06-01
2021-06,Kuwait,9975862,9427468,55499,2021-06-01
2021-06,Kyrgyzstan,3384472,3114276,57170,2021-06-01
2021-06,Laos,60701,55719,90,2021-06-01
2021-06,Latvia,4081207,3925454,73814,2021-06-01
2021-06,Lebanon,16284890,15820179,234036,2021-06-01
2021-06,Lesotho,330065,193264,9817,2021-06-01
2021-06,Liberia,82630,63936,2908,2021-06-01
2021-06,Libya,5691014,5258132,94932,2021-06-01
2021-06,Liechtenstein,93548,88479,1731,2021-06-01
2021-06,Lithuania,8327491,7903887,130286,2021-06-01
2021-06,Luxembourg,2112721,2073067,24539,2021-06-01
2021-06,MS Zaandam,270,210,60,2021-06-01
